,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
8,100.0,2000.0,True,89.0,Orange-Blue,stay,practice,twobytwo,500.0,89.0,"89,71",882.0,#1F45FC,1000.0,6.0,color,stay,,-112096,stim,0.0,poldrack-categorize,s546
13,100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",887.0,#1F45FC,1000.0,4.0,color,stay,,-108483,stim,1.0,poldrack-categorize,s546
18,100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",1040.0,#1F45FC,1000.0,4.0,magnitude,switch,,-104870,stim,2.0,poldrack-categorize,s546
23,900.0,2000.0,True,89.0,High-Low,switch,practice,twobytwo,500.0,89.0,"89,71",972.0,orange,1000.0,8.0,magnitude,stay,,-100461,stim,3.0,poldrack-categorize,s546
28,900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",853.0,#1F45FC,1000.0,8.0,magnitude,stay,,-96051,stim,4.0,poldrack-categorize,s546
33,100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",861.0,orange,1000.0,6.0,color,switch,,-92439,stim,5.0,poldrack-categorize,s546
38,900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",1160.0,#1F45FC,1000.0,6.0,color,stay,,-88030,stim,6.0,poldrack-categorize,s546
43,900.0,2000.0,True,71.0,Orange-Blue,switch,practice,twobytwo,500.0,71.0,"89,71",416.0,orange,1000.0,3.0,color,stay,,-83619,stim,7.0,poldrack-categorize,s546
48,900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",470.0,orange,1000.0,7.0,magnitude,switch,,-79208,stim,8.0,poldrack-categorize,s546
53,900.0,2000.0,True,89.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",634.0,#1F45FC,1000.0,6.0,color,switch,,-74797,stim,9.0,poldrack-categorize,s546
58,100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",720.0,orange,1000.0,6.0,color,stay,,-71186,stim,10.0,poldrack-categorize,s546
63,100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",718.0,#1F45FC,1000.0,7.0,color,stay,,-67575,stim,11.0,poldrack-categorize,s546
68,100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",980.0,#1F45FC,1000.0,3.0,magnitude,switch,,-63963,stim,12.0,poldrack-categorize,s546
73,900.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",1059.0,orange,1000.0,7.0,color,switch,,-59552,stim,13.0,poldrack-categorize,s546
